"PRCP","SNOW","SNWD","TMAX","TMIN"
0,0,0,46,35
0.22,0,0,46,35
0,0,0,46,36
0.06,0,0,48,30
0.94,5.9,1,39,27
0.14,1.3,3,31,26
0,0,2,34,20
0,0,1,34,18
0,0,1,36,21
0.09,0.8,1,39,31
0.27,1.2,2,35,26
0,0.2,2,31,25
0,0,2,29,19
0,0.8,2,33,21
0,0,2,36,33
0.19,0.6,1,42,35
0.83,0.7,1,42,35
0,0,0,44,39
0.18,0.8,0,43,33
0,0,0,36,24
0.14,3.5,0,36,21
0.2,3.7,5,37,26
0.02,0.4,6,46,20
0,0,1,47,21
0.17,3.9,0,27,18
0.01,0,4,37,27
0.48,0,0,60,31
0,0.2,0,31,16
0.2,1.2,0,35,17
0.1,0,1,39,34
0.13,1,0,38,32
0.02,0.8,2,32,17
0.13,1.8,1,42,23
0,0,0,47,30
0,0,0,36,26
0.22,4.5,0,27,22
0.22,5.4,6,32,12
0.12,1.9,9,17,9
0,0,9,30,17
0.13,0.1,7,37,29
0.06,0,4,35,26
0.22,0.2,3,33,27
0.42,0,2,38,32
0,0,1,37,33
0,0,1,38,34
0,0,0,41,32
0.23,0.1,0,38,33
0.17,2.7,0,35,29
0.13,1.9,4,34,20
0,0,4,22,9
0,0,3,43,21
0.57,0,1,57,38
0.02,0,0,49,33
0,0.2,0,33,26
0.07,0.2,0,36,27
0.28,0,0,40,34
0,0.3,0,36,23
0.01,1.1,1,23,9
0,0,1,13,1
0,0,1,10,-5
0,0,1,26,-1
0,0,0,24,15
0.07,3,0,26,18
0.06,1.1,4,26,10
0,0,4,34,8
0.08,1,3,36,31
0.01,0.3,2,36,29
0,0,1,43,28
0,0,1,55,26
0,0,0,61,42
0.06,0,0,55,41
0.07,0,0,41,19
0,0,0,32,12
0.62,0,0,47,27
0.19,0,0,47,36
0.02,0.9,0,36,26
0,0,0,46,22
0,0,0,47,30
0,0,0,45,29
0.16,0,0,42,34
0.12,3,2,34,9
0.01,0.7,2,29,5
0,0.1,2,14,-7
0,0,1,35,3
0.87,0,0,53,30
0.07,0.9,0,46,31
0.03,0.6,1,39,31
0,0,0,37,19
0,0,0,36,16
0,0,0,37,33
0.28,3.1,0,37,20
0.01,0.6,4,20,4
0,0,3,27,0
0,0,3,14,-8
0,0,3,19,-11
0,0,3,28,-2
0.12,2.6,3,39,4
0.05,1,6,34,19
0.07,1.9,7,19,-1
0,0,7,8,-11
0,0,7,23,-1
0,0,6,37,2
0,0,4,44,36
0.03,0.3,3,40,31
0.02,0.7,1,35,23
0.01,0.4,2,30,20
0,0,2,31,17
0.02,0.3,2,27,12
0.06,0.9,3,29,6
0,0,2,24,-4
0,0,2,27,2
0,0,2,51,20
0,0,0,48,33
0.46,0,0,45,35
0.07,0,0,48,38
0.04,0,0,47,32
0.08,0,0,51,40
0,0,0,64,40
0.04,0,0,66,37
0,0,0,53,34
0.32,0,0,54,39
0.28,0,0,59,43
0.17,0,0,57,42
0,0,0,42,37
0.54,0,0,45,35
0.02,0,0,67,43
0.02,0,0,54,42
1.14,0,0,62,37
0.05,1.3,0,37,27
0.07,1.5,2,34,28
0.02,0.8,1,34,27
0,0,1,34,20
0,0,0,37,27
0,0,0,43,24
0,0,0,54,25
0.11,0,0,60,32
0.01,0,0,55,35
0,0,0,49,28
0,0,0,60,26
0,0,0,60,40
0.01,0,0,52,45
0,0,0,65,43
1.73,0,0,53,46
1.18,0,0,48,37
0.28,0,0,44,36
1.21,0.4,0,50,33
0.18,0,0,39,33
0.14,0,0,50,30
0,0,0,51,33
0,0,0,48,29
0,0,0,51,23
0.76,3.9,1,46,31
0.03,1,1,35,24
0,0,0,41,22
0,0,0,37,22
0,0,0,49,25
0,0,0,66,27
0,0,0,77,43
0,0,0,66,48
0.06,0,0,72,47
0.18,0,0,69,52
0,0,0,77,47
0,0,0,79,51
0.2,0,0,84,59
0,0,0,61,47
0,0,0,58,46
0,0,0,60,36
0,0,0,60,45
0.47,0,0,49,45
0.49,0,0,46,40
0,0,0,51,39
0,0,0,61,33
0.13,0,0,71,43
0.02,0,0,71,59
0.62,0,0,68,45
0,0,0,47,40
0.09,0,0,49,38
0,0,0,60,35
0,0,0,70,36
0.14,0,0,58,53
0.24,0,0,65,50
0.13,0,0,75,49
0.21,0,0,67,48
0.47,0,0,59,47
0,0,0,53,42
0,0,0,57,45
0.06,0,0,56,37
0,0,0,67,35
0.28,1.2,0,50,34
0.39,0,0,45,38
0,0,0,64,42
0.87,0,0,52,42
0.7,0,0,59,48
0,0,0,66,42
0,0,0,67,40
0,0,0,70,50
0,0,0,71,54
0.13,0,0,65,49
0,0,0,64,52
0.14,0,0,75,55
0.38,0,0,72,57
0,0,0,70,56
0.58,0,0,68,53
0.17,0,0,74,53
0,0,0,68,46
0,0,0,77,41
0.15,0,0,83,64
1.4,0,0,86,63
0.88,0,0,87,63
0.12,0,0,81,62
0,0,0,84,59
0,0,0,85,60
0,0,0,83,53
0,0,0,92,65
2.09,0,0,89,68
0.11,0,0,78,62
0,0,0,75,55
0,0,0,70,52
0.36,0,0,78,48
0,0,0,73,48
0.22,0,0,63,55
0,0,0,79,58
0,0,0,85,62
1.18,0,0,82,68
0,0,0,81,61
0.1,0,0,82,59
0,0,0,80,59
0,0,0,80,54
0,0,0,86,61
0,0,0,86,70
0.16,0,0,78,69
0.1,0,0,80,66
0.03,0,0,84,64
0.03,0,0,85,59
0,0,0,88,64
0,0,0,88,74
0.93,0,0,88,68
0.05,0,0,78,64
0,0,0,81,60
0,0,0,90,60
0,0,0,91,69
0,0,0,88,65
0,0,0,79,63
0,0,0,71,58
0,0,0,74,51
0,0,0,86,64
0.12,0,0,82,67
0.2,0,0,75,60
0,0,0,80,55
0,0,0,82,53
0,0,0,84,53
0,0,0,88,57
0,0,0,86,63
0.12,0,0,82,60
0,0,0,85,57
0,0,0,85,55
0,0,0,90,55
0,0,0,86,59
0.8,0,0,87,66
0.16,0,0,89,72
1.21,0,0,91,67
0,0,0,80,62
0,0,0,82,59
0,0,0,87,60
0,0,0,78,69
0.1,0,0,83,72
0,0,0,83,62
0,0,0,81,61
0,0,0,84,62
0,0,0,89,60
0,0,0,88,66
0,0,0,90,70
0.04,0,0,95,73
0.28,0,0,87,71
0,0,0,87,70
0.04,0,0,83,67
0,0,0,81,60
0,0,0,80,58
1.19,0,0,72,66
0,0,0,81,62
0,0,0,82,58
1.16,0,0,81,64
0.03,0,0,82,62
0,0,0,81,57
0,0,0,76,60
0.1,0,0,69,50
0,0,0,70,46
0,0,0,76,57
0,0,0,81,54
0,0,0,85,65
0,0,0,87,75
0,0,0,88,74
0,0,0,92,71
0,0,0,91,73
0.03,0,0,91,66
0,0,0,90,64
0,0,0,90,68
0,0,0,92,72
0,0,0,93,67
0.3,0,0,93,67
1.32,0,0,79,60
0,0,0,72,55
0,0,0,67,53
0,0,0,66,47
0,0,0,71,42
0,0,0,74,56
0,0,0,68,53
0,0,0,69,49
1.94,0,0,58,53
0.08,0,0,69,55
0.12,0,0,63,49
0.13,0,0,61,41
0.33,0,0,64,48
0,0,0,66,41
0.01,0,0,61,45
0,0,0,58,35
0.22,0,0,69,39
0.11,0,0,72,54
0,0,0,64,53
0,0,0,70,53
0,0,0,73,57
0.01,0,0,80,51
0,0,0,69,52
0,0,0,68,46
0,0,0,66,38
0,0,0,71,37
0.91,0,0,68,55
0.07,0,0,73,61
0,0,0,73,56
0.99,0,0,68,47
0,0,0,66,45
0,0,0,67,42
0,0,0,71,48
0,0,0,68,47
0,0,0,72,45
0,0,0,68,43
0,0,0,74,46
0,0,0,76,53
0.1,0,0,66,51
0,0,0,63,49
0.22,0,0,52,44
0.2,0,0,48,43
0.21,0,0,47,42
0.37,0,0,51,42
0,0,0,57,46
0,0,0,57,40
0,0,0,64,34
0,0,0,68,38
0,0,0,71,39
0,0,0,73,42
0,0,0,64,44
0,0,0,53,38
0.02,0,0,47,37
0.36,0,0,50,41
0.36,0,0,58,38
0,0,0,59,31
0.41,0,0,52,45
0.26,0,0,58,42
0.02,0,0,47,42
0.11,0,0,42,38
0.19,2.2,0,39,33
0.39,11.9,4,34,29
0.24,2.1,14,38,32
0,0,8,45,31
0.02,1.1,5,35,28
0.03,1.8,6,35,22
0,0.1,4,40,31
0,0,3,46,34
0,0,2,58,45
0,0,0,62,38
1.47,0,0,48,38
0.49,0.6,0,43,31
0,0.4,0,38,29
0.06,0,0,45,36
0.02,0,0,40,25
0,0,0,43,23
0.34,0,0,50,29
0.01,0,0,56,38
0,0,0,59,34
0.53,0,0,57,35
0.4,0,0,57,32
0,0,0,46,32
0.96,0,0,57,38
0.17,0,0,64,40
0.4,0.4,0,42,35
0.21,0,0,43,35
0,0,0,37,26
0,0,0,38,21
0,0,0,56,29
0.03,0,0,56,46
0.26,0,0,61,47
0,0,0,47,37
0,0,0,37,29
0,0,0,33,27
1.21,0.4,0,39,29
0,0,0,43,33
0.02,0.3,0,35,28
0.04,0.6,0,32,23
0.04,0,1,43,24
0.09,0,0,43,20
0,0,0,21,12
0,0,0,17,13
0.63,12.2,1,13,8
0.1,2,14,15,2
0,0,11,15,-7
0.3,0.2,11,47,15
0.53,7.2,7,46,17
0,0.2,12,27,15
0,0,12,33,10
0,0,11,18,-6
0.3,0,10,45,6
0.6,0,2,48,39
0.09,0,0,44,34
0,0,0,40,31
0.08,0,0,45,31
0,0,0,39,24
0.06,1.3,1,30,20
0.05,0.5,1,32,18
0.03,1.3,2,24,13
0.01,0.5,2,27,19
0.01,0.5,2,27,20
0,0,1,26,14
0.01,1,1,29,14
0.02,1.3,3,28,15
0.01,0.5,3,18,8
0.07,5.1,4,17,10
0.06,1.1,7,24,12
0.12,1.6,6,26,13
0.03,1.2,7,22,7
0.02,0.6,7,18,9
0,0,7,38,10
0.03,0,5,39,26
0.03,0.1,4,33,15
0,0,4,15,-2
0.04,0,4,20,-5
0.03,0,4,29,17
0.02,0,4,38,5
0.43,0,3,41,32
0.01,0,3,38,33
0.24,0,0,48,34
0,0.1,0,38,32
0,0,0,43,28
0.03,0,0,52,22
0,0,0,57,40
0.75,0,0,41,34
0.03,0,0,36,29
0,0,0,52,31
0,0.1,0,57,24
0.22,7.6,7,24,15
0.05,2.4,6,18,11
0.04,1.3,6,15,2
0,0,7,12,0
0.02,0.7,6,11,1
0.11,2.7,6,18,-3
0.11,3.6,11,21,1
0,0,11,20,-4
0.01,0.4,11,23,0
0.01,0.3,10,25,14
0.08,2.4,10,28,18
0,0.1,12,34,18
0,0,9,47,28
0,0,3,32,4
0,0,3,24,3
0,0,3,34,3
0,0,2,33,24
0,0.2,2,28,16
0.1,0.3,2,38,23
0.11,0,1,35,25
0,0,1,41,24
0.78,0,0,59,33
0.05,0.4,0,39,20
0.01,0.8,1,28,13
0,0.2,0,25,18
0,0.3,0,31,17
0,0,0,40,18
0,0,0,47,40
0,0,0,40,30
0,0,0,40,32
0,0,0,56,36
0.21,0,0,63,43
0.38,0,0,63,36
0,0,0,59,36
0.03,0,0,59,34
0.02,0.5,0,37,28
0.06,0,0,35,30
0.03,0,0,38,25
0,0,0,41,21
0,0,0,29,18
0,0,0,28,15
0,0,0,35,22
0.01,0.3,0,38,22
0.67,1.5,1,40,34
0.48,7.9,0,36,23
0.12,1.2,7,35,23
0.1,0.9,7,37,28
0,0,5,35,21
0.5,6.5,3,34,25
0,0.2,9,34,25
0,0,8,48,25
0.03,0.5,5,36,15
0.06,1.7,6,26,11
0.03,0.4,6,42,15
0,0,5,35,18
0,0,3,26,14
0,0,3,29,11
0.45,0.3,3,37,25
1.16,9.3,9,37,34
0.04,0,7,42,35
0.42,0,4,47,36
0,0,2,65,33
0,0,0,77,54
0.28,0,0,54,35
0.02,0.7,0,36,29
0.35,1.2,0,53,29
0,0.3,0,36,26
0.39,5.6,3,35,22
0,0,5,43,22
0,0,1,59,33
0,0,0,61,42
0.01,0,0,74,49
0.36,0,0,80,44
0,0,0,53,40
0,0,0,53,34
0,0,0,65,37
0,0,0,61,39
0,0,0,49,30
0,0,0,61,26
0,0,0,79,34
0.22,0,0,73,56
0.03,0,0,58,41
0.09,0,0,45,35
0,0,0,57,30
0,0,0,58,38
0,0,0,71,35
0,0,0,85,59
0.14,0,0,79,61
0.74,0,0,76,56
0.22,0,0,60,34
0,0,0,62,30
0.48,0,0,53,45
0,0,0,49,33
0,0,0,56,31
0.58,0,0,52,40
0,0,0,46,38
0.04,0,0,55,33
0.79,0,0,58,47
0.06,0,0,52,42
0,0,0,69,43
1.02,0,0,62,49
0.1,0,0,53,45
0,0,0,85,43
0,0,0,79,51
0.48,0,0,67,45
0.48,0,0,75,52
0,0,0,69,50
0,0,0,61,39
0,0,0,66,37
0,0,0,76,42
0.98,0,0,83,51
0.05,0,0,77,60
0.21,0,0,67,53
0,0,0,56,47
0.08,0,0,59,48
0,0,0,61,45
0,0,0,66,43
0.2,0,0,65,50
0,0,0,72,46
0.01,0,0,76,53
0,0,0,71,50
0,0,0,76,47
0,0,0,74,54
0,0,0,81,49
0,0,0,86,64
0,0,0,82,59
0,0,0,80,56
0,0,0,82,59
0,0,0,89,64
1.49,0,0,94,69
0,0,0,69,51
0.17,0,0,66,47
0,0,0,75,45
0.12,0,0,76,53
0.31,0,0,78,60
0.26,0,0,74,61
0.49,0,0,72,53
0,0,0,73,50
0.01,0,0,73,58
0,0,0,82,64
1.15,0,0,71,61
0,0,0,75,57
0,0,0,69,52
0,0,0,74,49
0.29,0,0,69,53
0.01,0,0,68,54
0,0,0,73,49
0.03,0,0,74,52
0.34,0,0,71,58
0,0,0,78,61
0,0,0,82,58
0.17,0,0,88,61
3.9,0,0,86,66
0.44,0,0,92,67
0.33,0,0,80,56
0,0,0,77,53
0,0,0,84,57
0,0,0,86,63
0,0,0,90,69
0,0,0,80,59
0,0,0,71,52
0,0,0,77,53
0,0,0,83,57
0,0,0,91,59
0.28,0,0,78,58
0,0,0,74,54
0,0,0,77,49
0.12,0,0,88,63
0,0,0,80,57
0,0,0,72,51
0,0,0,77,50
0,0,0,82,50
0.34,0,0,71,59
0.7,0,0,63,55
0,0,0,73,56
0.01,0,0,76,60
0.64,0,0,84,61
1.14,0,0,84,62
1.29,0,0,86,62
0.16,0,0,77,59
0,0,0,78,58
0,0,0,78,58
0,0,0,86,57
0,0,0,82,68
1.44,0,0,79,62
0,0,0,75,59
0,0,0,77,58
0,0,0,79,55
0,0,0,83,55
0,0,0,77,58
0,0,0,78,55
0,0,0,80,55
0,0,0,82,54
0,0,0,86,68
0,0,0,74,58
0,0,0,75,52
0,0,0,82,48
0.66,0,0,71,63
0,0,0,79,58
0,0,0,83,56
0,0,0,84,58
0,0,0,87,56
0,0,0,86,64
0.18,0,0,85,65
0,0,0,76,59
0,0,0,75,53
0,0,0,83,56
1.48,0,0,84,64
0.04,0,0,69,61
0.79,0,0,67,60
0,0,0,75,59
0.01,0,0,80,58
0.02,0,0,70,53
0,0,0,73,51
1.88,0,0,58,52
0,0,0,66,47
0,0,0,71,44
0,0,0,68,47
0,0,0,74,49
0,0,0,75,55
0,0,0,77,57
0,0,0,77,57
0,0,0,82,58
0.22,0,0,81,68
0.28,0,0,83,60
0,0,0,63,48
0,0,0,70,47
0,0,0,64,46
0.95,0,0,72,42
0.11,0,0,61,46
0,0,0,74,43
0.04,0,0,72,59
0.61,0,0,60,47
0.06,0,0,56,41
0,0,0,51,36
0,0,0,58,36
0.08,0,0,58,42
0,0,0,66,48
0,0,0,77,51
0,0,0,76,61
0.16,0,0,74,47
0.04,0,0,56,40
0.07,0,0,50,35
0.45,1.4,0,43,34
0.11,1,1,40,34
0,0,0,50,35
0,0,0,74,40
0,0,0,77,55
0.13,0,0,66,40
0,0,0,50,33
0,0,0,53,33
0,0,0,55,43
0,0,0,65,40
0.01,0,0,67,45
0,0,0,55,33
0.26,0,0,66,43
0.38,0,0,60,41
0,0,0,49,37
0.06,0,0,60,33
0,0,0,40,31
0,0,0,40,30
0,0.2,0,35,27
0.02,0.2,0,42,29
0,0,0,65,30
0,0,0,57,38
0,0,0,56,29
0.09,0,0,58,45
0,0,0,55,37
0,0,0,47,28
0,0,0,59,25
0,0,0,70,34
0,0,0,68,53
0,0,0,71,52
0,0,0,74,54
0,0,0,54,35
0.22,0,0,63,32
0.49,0,0,59,42
0.63,0,0,48,42
0,0,0,48,45
0,0,0,48,38
0,0,0,53,37
0,0,0,39,36
0,0,0,47,35
0,0,0,63,36
0.81,0,0,56,43
0.46,0,0,45,40
0.06,0,0,50,38
0.06,0.4,0,39,29
0,0,0,47,33
0.06,0,0,47,33
0,0,0,50,40
0,0,0,55,41
0.92,0,0,52,47
0.41,0.7,0,47,31
0,0,0,33,27
0,0,0,47,22
0.54,0,0,55,42
0.16,0.8,0,43,26
0.09,1.9,1,27,15
0,0,1,31,14
0.03,0.8,1,37,21
0.01,0.2,1,33,25
0,0,0,30,15
0,0,0,32,16
0.52,1.3,1,36,30
0.18,3,2,32,27
0,0,4,27,9
0,0,4,32,6
0,0,3,35,25
0.02,0,3,46,31
0.98,0,0,51,38
0,0.3,0,38,24
0.02,1.2,1,31,23
0,0,1,35,29
0.16,1.1,0,39,33
0.01,0,0,39,35
0.15,0.7,0,35,27
0,0.2,0,33,21
0.84,7.7,1,34,30
0.01,0.2,6,38,32
0.03,0.8,5,33,29
0.02,0.6,4,35,25
0.01,0.1,4,35,30
0,0,4,36,19
0.03,0.6,3,33,23
0,0,3,42,28
0.05,0.9,2,40,30
0.25,5.8,6,34,19
0,0,8,28,14
0,0,8,35,18
0,0,5,36,28
0,0,3,36,24
0.1,0,2,39,27
0.09,1.7,2,35,24
0.18,4.1,4,34,29
0.01,0.1,7,34,17
0,0,7,38,17
0.05,1.1,6,38,32
0.06,1.2,7,32,16
0,0,8,35,9
0,0,7,38,30
0,0,6,43,27
0.42,0,3,43,37
0,0,0,45,35
0.16,0,0,67,35
0,0,0,37,31
0,0.4,0,35,24
0,0.2,0,27,22
0.01,0.4,0,28,20
0.01,0.7,0,34,21
0.01,0.8,2,23,7
0.01,0,1,40,8
0,0.2,0,40,18
0,0,0,18,0
0,0,0,33,4
0,0,0,35,7
0,0,0,37,7
0,0,0,45,32
0.62,0,0,49,39
0.06,1.6,1,41,24
0.03,1,2,29,21
0,0,2,39,27
0.91,0,0,56,29
0,0,0,30,17
0,0,0,37,17
0,0,0,31,16
0,0,0,32,13
0,0.3,0,28,11
0.04,1.3,0,23,6
0.11,3.4,4,29,18
0.24,3.2,6,32,28
0,1.2,7,31,14
0.02,0.4,7,30,14
0.04,1,8,21,5
0,0,8,19,6
0.02,0.9,7,28,5
0.02,0.5,7,26,-3
0.33,6.3,9,24,14
0.03,2.6,13,30,14
0,0.1,14,35,28
0.11,1.7,11,39,33
0.35,0,9,41,30
0,0,3,42,36
0.11,0.5,1,37,33
0,0,0,36,30
0,0,0,43,28
0,0,0,56,27
0.25,0,0,46,39
1.1,0,0,47,40
0.26,3.1,0,41,34
0,0,0,40,33
0.01,0.3,0,34,28
0.01,0.5,0,42,27
0,0,0,35,27
0.04,3.1,0,33,25
0.06,3.2,2,26,20
0.01,0.4,4,30,18
0.01,1.5,4,37,25
0,0.3,0,42,30
0.4,0,0,40,31
0,0.3,0,34,14
0,0,0,30,6
0.01,0.2,0,32,23
0,0,0,35,27
0.06,0,0,47,29
0,0,0,45,27
0.11,5.3,0,31,25
0.01,0.9,5,36,20
0,0,3,44,11
0,0,0,49,22
0,0,0,55,28
0.31,0,0,49,39
0.59,0,0,47,32
0,0,0,40,23
0.2,0,0,44,30
0,0,0,47,30
0.46,0,0,40,29
0.19,0,0,42,35
0.01,0.5,0,35,20
0,0,0,27,15
0,0,0,39,14
0.02,0,0,47,26
0.06,1.1,0,39,29
0.12,3.8,3,34,24
0,0,2,35,27
0.04,0.7,1,35,25
1.31,1,0,38,27
0.38,7.1,3,27,23
0.09,1.8,8,33,23
0,0.7,8,32,26
0.01,0.6,7,33,26
0,0.1,7,36,27
0,0,4,36,22
0,0,3,42,23
0,0,2,42,27
0,0,1,41,25
0,0,0,42,27
0,0,0,50,27
0,0,0,53,30
0,0,0,56,37
0,0,0,62,35
0.01,0,0,70,36
0.01,0,0,71,45
0.07,0,0,49,38
0,0,0,42,30
0,0,0,55,29
0.03,0,0,69,29
0.06,0,0,64,46
0,0,0,49,41
0,0,0,51,33
0,0,0,55,35
0,0,0,54,32
0,0,0,63,38
0,0,0,73,43
0.31,0,0,56,48
0.43,0,0,63,46
0,0,0,72,45
0.42,0,0,58,48
0,0,0,64,46
0.54,0,0,59,41
0,0,0,68,38
0,0,0,73,38
0,0,0,74,40
0,0,0,74,40
0,0,0,76,39
0.1,0,0,70,52
0,0,0,73,48
0,0,0,76,43
0.35,0,0,80,49
0,0,0,66,49
0,0,0,78,43
0,0,0,74,59
0,0,0,83,58
0,0,0,89,57
0.01,0,0,85,59
0,0,0,88,61
0,0,0,90,60
0,0,0,89,59
0,0,0,82,54
0.28,0,0,84,60
0.05,0,0,77,58
0,0,0,75,51
0,0,0,77,48
0.07,0,0,74,61
0.18,0,0,87,66
0,0,0,71,58
0,0,0,73,51
0.32,0,0,67,53
0,0,0,73,51
1.31,0,0,67,57
0.51,0,0,68,56
0.05,0,0,61,52
0.07,0,0,67,51
0,0,0,69,46
0,0,0,75,43
0.08,0,0,79,47
0.44,0,0,72,60
0,0,0,79,57
0.17,0,0,84,58
0,0,0,85,61
0.02,0,0,79,59
0,0,0,85,57
0,0,0,87,70
0.34,0,0,74,63
0,0,0,75,55
0,0,0,80,51
0,0,0,88,61
0.69,0,0,92,68
0,0,0,86,66
0,0,0,80,59
0,0,0,83,56
0,0,0,78,56
0,0,0,75,63
0.08,0,0,86,60
0,0,0,83,60
0,0,0,83,57
0.1,0,0,88,55
0,0,0,81,61
0,0,0,83,60
0,0,0,88,61
0,0,0,89,58
0,0,0,89,65
0.12,0,0,91,65
0.28,0,0,77,60
0.03,0,0,82,55
0.02,0,0,74,56
2.43,0,0,80,55
0.39,0,0,79,62
1.02,0,0,81,64
0.01,0,0,80,62
0,0,0,82,61
0,0,0,86,66
0,0,0,87,64
1.58,0,0,85,70
1.76,0,0,86,67
0,0,0,81,64
0,0,0,80,64
0,0,0,85,62
1.58,0,0,86,67
0,0,0,76,56
0,0,0,72,51
0,0,0,81,52
0,0,0,80,64
0,0,0,79,56
0,0,0,86,55
0,0,0,89,64
0,0,0,92,68
0,0,0,92,68
0,0,0,90,68
0.5,0,0,85,65
0,0,0,83,63
0.34,0,0,66,56
0,0,0,67,53
0.02,0,0,79,56
0,0,0,82,51
0,0,0,83,64
0.04,0,0,83,65
0,0,0,82,62
0.07,0,0,81,56
0,0,0,78,63
0,0,0,76,58
0,0,0,68,61
0,0,0,81,64
0,0,0,74,53
0,0,0,73,50
0,0,0,75,50
0,0,0,75,46
0.02,0,0,74,50
0,0,0,75,46
0.68,0,0,80,59
0.05,0,0,89,61
1.64,0,0,88,63
0,0,0,75,55
0,0,0,75,55
1.73,0,0,72,54
0.26,0,0,72,56
0,0,0,72,52
0.03,0,0,62,55
0.21,0,0,75,56
0,0,0,62,46
0,0,0,68,43
0.04,0,0,71,51
0.07,0,0,72,54
0,0,0,69,47
0,0,0,75,53
0,0,0,59,43
0,0,0,66,40
0.39,0,0,78,47
1.77,0,0,69,50
0.16,0,0,59,43
0,0,0,57,39
0,0,0,61,36
0.13,0,0,61,50
0.05,0,0,66,49
0.53,0,0,60,48
0,0,0,66,55
0.06,0,0,73,54
0,0,0,67,47
0,0,0,63,53
0.03,0,0,65,53
0.39,0,0,56,51
2.49,0,0,55,52
2.46,0,0,63,54
0,0,0,61,54
0,0,0,64,45
0,0,0,71,42
0,0,0,73,48
0.19,0,0,74,51
0.22,0,0,53,43
0,0,0,62,40
0,0,0,65,45
0,0,0,71,41
0,0,0,68,49
0,0,0,57,37
0,0,0,65,36
0,0,0,58,49
0.02,0,0,60,53
0.39,0,0,67,51
0.01,0,0,56,45
0.28,0,0,62,52
0,0,0,60,50
0.33,0,0,78,49
0,0,0,59,46
0.55,0,0,53,44
1.09,0,0,52,45
0.3,0,0,51,49
0.27,0,0,52,49
0.02,0,0,66,49
0,0,0,67,48
0,0,0,76,48
0,0,0,75,57
0.02,0,0,74,51
0,0,0,56,40
0,0,0,62,34
0,0,0,68,45
0,0,0,57,42
0,0,0,42,30
0,0,0,45,22
0,0,0,58,38
0.02,0,0,62,52
0.09,0,0,66,59
0.31,0,0,65,50
0,0,0,62,43
0,0,0,70,39
0,0,0,73,49
0.25,0,0,72,56
0,0,0,67,48
0.16,0,0,71,51
0,0,0,55,36
0.95,0,0,54,33
0.28,0,0,49,36
0.2,2.1,0,36,32
0,0,1,46,33
0,0,0,46,35
0,0,0,58,30
0,0,0,55,45
0,0,0,56,40
0.02,0,0,65,35
0.54,0,0,55,39
0,0,0,40,35
0,0,0,43,30
0,0,0,43,26
0.03,0.4,0,39,26
0,0,0,40,31
0.25,0.3,0,47,31
0.06,0,0,41,30
0.06,0,0,43,25
0.32,0,0,60,43
0.33,0,0,60,26
0,0,0,35,24
0.11,2.1,1,32,18
0,0,2,33,17
0,0,1,56,21
0.76,0,0,56,24
0,0,0,29,15
0,0,0,32,21
0.58,1.1,0,39,30
0.1,0,0,39,35
0,0,0,42,27
0,0,0,33,27
0,0,0,48,32
0,0,0,60,46
0.33,0.2,0,62,29
0.02,0.3,0,29,18
0.16,2.2,0,40,18
0.33,6.1,2,27,13
0,0.5,6,14,-4
0.25,5.4,6,15,2
0,0.2,11,24,14
0.01,0.4,10,27,12
0.03,3.2,9,26,8
0,0,10,15,-8
0.18,2.7,8,28,3
0.44,2.3,11,35,25
0,0,10,30,25
0.01,0.3,9,28,18
0,0,7,31,13
0.46,0,7,42,22
0,0,5,41,31
0,0,5,32,10
0.08,0.3,5,33,2
0.41,3.5,7,35,29
0.1,1.9,9,29,11
0,0,11,13,-2
0,0,11,27,-6
0.11,1.4,11,35,27
0.04,0.8,11,31,-1
0,0,11,15,6
0,0.1,11,21,9
0.26,4.8,11,18,7
0.09,1.7,14,28,12
0.22,0,13,45,11
0.05,1.1,9,46,22
0,1.2,9,23,10
0.04,1,10,37,10
0.01,0.5,9,19,-5
0,0,9,5,-11
0,0,9,27,-13
0,0,9,37,24
0.09,3,7,32,22
0.13,3.4,12,24,-4
0.02,0.7,11,4,-18
0,0.1,12,12,2
0.07,0.5,12,28,5
0.05,0,9,51,28
0.8,5.1,5,38,28
0.15,3.2,10,28,15
0.05,1,10,35,23
0.02,0.5,10,23,3
0,0,9,30,3
0.05,0.6,9,42,30
0.18,3.1,8,30,1
0,0,9,25,9
0.01,0.2,9,35,20
0.02,0.4,9,20,6
0.01,1.2,8,18,6
0.02,1.5,9,23,15
0.06,1.6,9,30,23
0.02,0.8,10,30,13
0,0,9,49,15
0.15,1.4,5,49,28
0.03,0.3,5,46,20
0,0,3,47,31
0,0,2,31,18
0.03,0,2,50,17
0.07,0,1,49,38
0.28,0,0,55,34
1.04,0,0,47,33
0.01,0,0,48,36
0.03,0.3,0,38,28
0.01,0,0,57,27
0.33,1.1,0,58,17
0,0.2,1,20,5
0,0,0,52,20
0,0,0,65,29
0.06,0,0,64,40
0,0,0,50,36
0,0,0,54,25
0.3,0,0,61,22
0.03,0.2,0,41,30
0.7,1.2,1,31,25
0.5,0,1,36,26
0.4,0,1,42,35
0.01,0,0,71,37
0,0,0,37,28
0.06,1.1,0,32,24
0,0,1,28,16
0,0,0,36,12
0,0,0,44,25
0.03,0,0,40,21
0.05,0,0,40,16
0.25,1,0,48,27
0.08,0.9,1,41,25
0.03,0.4,0,38,24
0.42,6.6,0,26,16
0.18,3.8,7,21,14
0.06,0.8,9,35,1
0.04,0.1,6,55,32
0,0,0,75,48
0.6,0.3,0,66,24
